message;severity;node;stamp;location
"Cleaning up";"20";"bt_navigator";"1748014911.159698375";"./src/bt_navigator.cpp:on_cleanup:180"
"Destroying bond (smoother_server) to lifecycle manager.";"20";"smoother_server";"1748014911.152997086";"./src/lifecycle_node.cpp:destroyBond:149"
"Destroying bond (bt_navigator) to lifecycle manager.";"20";"bt_navigator";"1748014911.149337431";"./src/lifecycle_node.cpp:destroyBond:149"
"[navigate_to_pose] [ActionServer] Stopping the thread per request.";"30";"bt_navigator";"1748014911.149268974";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:warn_msg:633"
"Goal canceled";"20";"bt_navigator";"1748014911.149256100";"/opt/ros/jazzy/include/nav2_behavior_tree/bt_action_server_impl.hpp:executeCallback:324"
"[navigate_to_pose] [ActionServer] Aborting handle.";"30";"bt_navigator";"1748014911.149219198";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:warn_msg:633"
"Failed to get result for compute_path_to_pose in node halt!";"40";"bt_navigator_navigate_to_pose_rclcpp_node";"1748014911.149110515";"./include/nav2_behavior_tree/bt_action_node.hpp:halt:326"
"Destroying bond (waypoint_follower) to lifecycle manager.";"20";"waypoint_follower";"1748014911.147517493";"./src/lifecycle_node.cpp:destroyBond:149"
"Destroying bond (behavior_server) to lifecycle manager.";"20";"behavior_server";"1748014911.143581516";"./src/lifecycle_node.cpp:destroyBond:149"
"Cleaning up";"20";"behavior_server";"1748014911.137180393";"./src/behavior_server.cpp:on_cleanup:228"
"Cleaning up";"20";"smoother_server";"1748014911.137152232";"./src/nav2_smoother.cpp:on_cleanup:204"
"Cleaning up";"20";"waypoint_follower";"1748014911.137124399";"./src/waypoint_follower.cpp:on_cleanup:169"
"Deactivating";"20";"local_costmap.local_costmap";"1748014911.126926620";"./src/costmap_2d_ros.cpp:on_deactivate:342"
"[compute_path_to_pose] [ActionServer] Requested to deactivate server but goal is still executing. Should check if action server is running before deactivating.";"30";"planner_server";"1748014911.126888081";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:warn_msg:633"
"Destroying bond (behavior_server) to lifecycle manager.";"20";"behavior_server";"1748014911.126877224";"./src/lifecycle_node.cpp:destroyBond:149"
"Destroying bond (smoother_server) to lifecycle manager.";"20";"smoother_server";"1748014911.126873687";"./src/lifecycle_node.cpp:destroyBond:149"
"[navigate_to_pose] [ActionServer] Requested to deactivate server but goal is still executing. Should check if action server is running before deactivating.";"30";"bt_navigator";"1748014911.126870902";"/opt/ros/jazzy/include/nav2_util/nav2_util/simple_action_server.hpp:warn_msg:633"
"Destroying bond (waypoint_follower) to lifecycle manager.";"20";"waypoint_follower";"1748014911.126879843";"./src/lifecycle_node.cpp:destroyBond:149"
"Deactivating";"20";"controller_server";"1748014911.126860609";"./src/controller_server.cpp:on_deactivate:289"
"Deactivating";"20";"planner_server";"1748014911.126851661";"./src/planner_server.cpp:on_deactivate:220"
"Deactivating";"20";"waypoint_follower";"1748014911.126856974";"./src/waypoint_follower.cpp:on_deactivate:154"
"Deactivating";"20";"smoother_server";"1748014911.126832011";"./src/nav2_smoother.cpp:on_deactivate:186"
"Message Filter dropping message: frame 'lidar_link' at time 553.200 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014906.702059637";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 553.100 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014906.583400653";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 553.000 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014906.460981227";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.900 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014906.329164788";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.800 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014906.202214537";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.700 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014906.093791276";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.600 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.992338686";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.500 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.873064407";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.400 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.759902103";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.300 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.651205382";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.200 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.540026652";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.100 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.437058016";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 552.000 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.336156788";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 551.900 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.224037335";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 551.800 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.109518358";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 551.700 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014905.008491094";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 551.600 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014904.890002904";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Message Filter dropping message: frame 'lidar_link' at time 551.500 for reason 'the timestamp on the message is earlier than all the data in the transform cache'";"20";"global_costmap.global_costmap";"1748014904.774979551";"/opt/ros/jazzy/include/tf2_ros/tf2_ros/message_filter.h:signalFailure:708"
"Destroying bond (amcl) to lifecycle manager.";"20";"amcl";"1748014903.879841131";"./src/lifecycle_node.cpp:destroyBond:149"
"Destroying bond (map_server) to lifecycle manager.";"20";"map_server";"1748014903.869416266";"./src/lifecycle_node.cpp:destroyBond:149"
"Cleaning up";"20";"map_server";"1748014903.868948115";"./src/map_server/map_server.cpp:on_cleanup:162"
"Cleaning up";"20";"amcl";"1748014903.868936066";"./src/amcl_node.cpp:on_cleanup:328"
"Destroying bond (map_server) to lifecycle manager.";"20";"map_server";"1748014903.858577314";"./src/lifecycle_node.cpp:destroyBond:149"
"Destroying bond (amcl) to lifecycle manager.";"20";"amcl";"1748014903.858578807";"./src/lifecycle_node.cpp:destroyBond:149"
"Deactivating";"20";"map_server";"1748014903.858521094";"./src/map_server/map_server.cpp:on_deactivate:149"
"Deactivating";"20";"amcl";"1748014903.858512242";"./src/amcl_node.cpp:on_deactivate:307"
"Running Nav2 LifecycleNode rcl preshutdown (map_server)";"20";"map_server";"1748014903.858393981";"./src/lifecycle_node.cpp:on_rcl_preshutdown:127"
"Running Nav2 LifecycleNode rcl preshutdown (amcl)";"20";"amcl";"1748014903.858371832";"./src/lifecycle_node.cpp:on_rcl_preshutdown:127"
"[34m[1mTerminating bond timer...[0m[0m";"20";"lifecycle_manager_localization";"1748014903.858417908";"./src/lifecycle_manager.cpp:message:568"
"Running Nav2 LifecycleManager rcl preshutdown (lifecycle_manager_localization)";"20";"lifecycle_manager_localization";"1748014903.858335820";"./src/lifecycle_manager.cpp:onRclPreshutdown:450"
